the_geom,MainStreet,CrossStree,Install_Da,LONG,LAT,X,Y
POINT (-73.9888831698616 40.62395168724492),17 Avenue,59 Street,05/12/2020 12:00:00 AM,-73.9888831699,40.6239516872,987336.00005,166598.999857
POINT (-73.99067377428631 40.62223360804148),17 Avenue,62 Street,05/12/2020 12:00:00 AM,-73.9906737743,40.622233608,986839.000059,165973.000125
POINT (-73.9285406743926 40.812036622086964),East 138 Street,Canal Pl,05/12/2020 12:00:00 AM,-73.9285406744,40.8120366221,1004031.00012,235131.99993
POINT (-73.92812557312773 40.81172346630257),East 138 Street,Rider Ave,05/12/2020 12:00:00 AM,-73.9281255731,40.8117234663,1004145.99989,235018.000158
POINT (-74.0756450777839 40.62666389593145),Bay Street,Canal Street,05/12/2020 12:00:00 AM,-74.0756450778,40.6266638959,963251.999989,167596.00016
POINT (-74.07595732692556 40.63196936874642),Bay Street,Clinton Street,05/12/2020 12:00:00 AM,-74.0759573269,40.6319693687,963167.000159,169528.999903
POINT (-74.06264905996605 40.60935755692401),Bay Street,Fingerboard Rd,05/12/2020 12:00:00 AM,-74.06264906,40.6093575569,966855.000001,161287.99998
POINT (-74.07584654603296 40.6359356618579),Bay Street,Hannah Street,05/12/2020 12:00:00 AM,-74.075846546,40.6359356619,963199.000095,170973.999965
POINT (-74.06444139579352 40.611804922966535),Bay Street,New Lane,05/12/2020 12:00:00 AM,-74.0644413958,40.611804923,966358.000011,162179.999837
POINT (-74.06099028092865 40.607099482160955),Bay Street,School Road,05/12/2020 12:00:00 AM,-74.0609902809,40.6070994822,967315.000065,160464.999986
POINT (-74.07546739490776 40.635194818165765),Bay Street,Swan St_Van Duzer St,05/12/2020 12:00:00 AM,-74.0754673949,40.6351948182,963303.999885,170703.999849
POINT (-74.07628397606472 40.627764134496026),Bay Street,Union Place,05/12/2020 12:00:00 AM,-74.0762839761,40.6277641345,963075.000015,167997.000014
POINT (-74.07253516639973 40.62246362372982),Bay Street,Vanderbilt Avenue,05/12/2020 12:00:00 AM,-74.0725351664,40.6224636237,964113.999906,166064.999941
POINT (-73.8595466987629 40.86774302547673),Boston Road,Arnow Ave_Colden Ave,05/12/2020 12:00:00 AM,-73.8595466988,40.8677430255,1023097.00005,255450.999974
POINT (-73.86354822339585 40.86465455017017),Boston Road,Barnes Avenue,05/12/2020 12:00:00 AM,-73.8635482234,40.8646545502,1021991.99996,254323.999932
POINT (-73.86154217924417 40.866153511984635),Boston Road,Bronxwood Avenue,05/12/2020 12:00:00 AM,-73.8615421792,40.866153512,1022545.99984,254871.00015
POINT (-73.89299882573567 40.83564388491568),Boston Road,Charlotte Street,05/12/2020 12:00:00 AM,-73.8929988257,40.8356438849,1013859.00015,243743.000096
POINT (-73.89412387583211 40.834917573884056),Boston Road,Claremont Pkwy,05/12/2020 12:00:00 AM,-73.8941238758,40.8349175739,1013548.00012,243477.99997
POINT (-73.84729825133405 40.8767328190066),Boston Road,Corsa Avenue,05/12/2020 12:00:00 AM,-73.8472982513,40.876732819,1026478.99985,258731.999974
POINT (-73.88383479147917 40.83945016875857),Boston Road,Cross Bx Expwy N S/R,05/12/2020 12:00:00 AM,-73.8838347915,40.8394501688,1016393.00001,245132.999941
POINT (-73.89801202484216 40.83273354081953),Boston Road,Crotona Avenue,05/12/2020 12:00:00 AM,-73.8980120248,40.8327335408,1012472.99997,242680.999924
POINT (-73.90777930054283 40.82521301068313),Boston Road,E 164 Street,05/12/2020 12:00:00 AM,-73.9077793005,40.8252130107,1009773.00012,239938.00016
POINT (-73.90703052494622 40.82581075747305),Boston Road,E 165 Street,05/12/2020 12:00:00 AM,-73.9070305249,40.8258107575,1009980.00004,240156.000053
POINT (-73.9049074384203 40.82727744948291),Boston Road,E 166 Street,05/12/2020 12:00:00 AM,-73.9049074384,40.8272774495,1010566.99985,240690.999967
POINT (-73.90385101182193 40.82819605340203),Boston Road,E 167 Street,05/12/2020 12:00:00 AM,-73.9038510118,40.8281960534,1010858.99992,241025.999953
POINT (-73.90220480964895 40.82962741057065),Boston Road,E 168 Street,05/12/2020 12:00:00 AM,-73.9022048096,40.8296274106,1011313.99999,241547.999893
POINT (-73.90025117947687 40.8311957148277),Boston Road,E 169 Street,05/12/2020 12:00:00 AM,-73.9002511795,40.8311957148,1011853.9999,242120.000062
POINT (-73.89204466245955 40.83571710284675),Boston Road,E 172 Street,05/12/2020 12:00:00 AM,-73.8920446625,40.8357171028,1014122.99995,243770.000042
POINT (-73.88986124172713 40.83612674546918),Boston Road,E 173 Street,05/12/2020 12:00:00 AM,-73.8898612417,40.8361267455,1014727.00006,243920.00007
POINT (-73.88534658282892 40.838792951075504),Boston Road,E 175 Street,05/12/2020 12:00:00 AM,-73.8853465828,40.8387929511,1015974.99986,244893.000093
POINT (-73.87937598787242 40.84095243903236),Boston Road,E 178 Street,05/12/2020 12:00:00 AM,-73.8793759879,40.840952439,1017625.99984,245682.000155
POINT (-73.87884367683317 40.84152278074924),Boston Road,E 179 Street,05/12/2020 12:00:00 AM,-73.8788436768,40.8415227807,1017772.99987,245890.000067
POINT (-73.84816674419461 40.87645126095271),Boston Road,Fenton Avenue,05/12/2020 12:00:00 AM,-73.8481667442,40.876451261,1026239,258628.999852
POINT (-73.88623285983469 40.8382942912152),Boston Road,Hoe Avenue,05/12/2020 12:00:00 AM,-73.8862328598,40.8382942912,1015730.00002,244711.000129
POINT (-73.90346027459852 40.82853332724673),Boston Road,Home Street,05/12/2020 12:00:00 AM,-73.9034602746,40.8285333272,1010967.00003,241149.000035
POINT (-73.85554989929196 40.87181396821188),Boston Road,Laconia Avenue,05/12/2020 12:00:00 AM,-73.8555498993,40.8718139682,1024200.00014,256935.999957
POINT (-73.8990213442031 40.832001590830174),Boston Road,Union Avenue,05/12/2020 12:00:00 AM,-73.8990213442,40.8320015908,1012193.99987,242414.00013
POINT (-73.86076365382442 40.86672621715423),Boston Road,Williamsbridge Road,05/12/2020 12:00:00 AM,-73.8607636538,40.8667262172,1022761.00007,255080.00006
POINT (-73.85068928383993 40.875485674803556),Boston Road,Wilson Avenue,05/12/2020 12:00:00 AM,-73.8506892838,40.8754856748,1025542.00008,258275.999902
POINT (-73.86143375646981 40.869603467741825),Bronxwood Avenue,Adee Ave,05/13/2020 12:00:00 AM,-73.8614337565,40.8696034677,1022574.00011,256127.999933
POINT (-73.86149901824433 40.867781066338424),Bronxwood Avenue,Arnow Ave,05/13/2020 12:00:00 AM,-73.8614990182,40.8677810663,1022557.00015,255463.999948
POINT (-73.8613795271513 40.87133530694324),Bronxwood Avenue,Burke Ave,05/13/2020 12:00:00 AM,-73.8613795272,40.8713353069,1022588.00008,256758.999983
POINT (-73.8592760959677 40.87772790183307),Bronxwood Avenue,E 213 Street,05/13/2020 12:00:00 AM,-73.859276096,40.8777279018,1023165.99991,259088.999916
POINT (-73.85822696720501 40.87963966997362),Bronxwood Avenue,E 216 Street,05/13/2020 12:00:00 AM,-73.8582269672,40.87963967,1023454.99999,259786.000163
POINT (-73.85783492743606 40.88033633926128),Bronxwood Avenue,E 217 Street,05/13/2020 12:00:00 AM,-73.8578349274,40.8803363393,1023563.0001,260039.999983
POINT (-73.85705802162316 40.88174615151082),Bronxwood Avenue,E 219 Street,05/13/2020 12:00:00 AM,-73.8570580216,40.8817461515,1023777,260553.999939
POINT (-73.85666594534686 40.882448306817096),Bronxwood Avenue,E 220 Street,05/13/2020 12:00:00 AM,-73.8566659453,40.8824483068,1023885.00011,260810.000083
POINT (-73.85627747241874 40.8831532089838),Bronxwood Avenue,E 221 Street,05/13/2020 12:00:00 AM,-73.8562774724,40.883153209,1023991.9999,261066.999897
POINT (-73.85510476286689 40.88527064448527),Bronxwood Avenue,E 224 Street,05/13/2020 12:00:00 AM,-73.8551047629,40.8852706445,1024314.99991,261838.999994
POINT (-73.85471625570452 40.88597554192944),Bronxwood Avenue,E 225 Street,05/13/2020 12:00:00 AM,-73.8547162557,40.8859755419,1024422.00002,262096.000136
POINT (-73.85432411772385 40.88668317718597),Bronxwood Avenue,E 226 Street,05/13/2020 12:00:00 AM,-73.8543241177,40.8866831772,1024530.00014,262353.999948
POINT (-73.85393559521555 40.88738807181981),Bronxwood Avenue,E 227 Street,05/13/2020 12:00:00 AM,-73.8539355952,40.8873880718,1024636.99992,262611.00009
POINT (-73.85354344663962 40.88809295956299),Bronxwood Avenue,E 228 Street,05/13/2020 12:00:00 AM,-73.8535434466,40.8880929596,1024745.00003,262867.999904
POINT (-73.85315128368232 40.88880059145776),Bronxwood Avenue,E 229 Street,05/13/2020 12:00:00 AM,-73.8531512837,40.8888005915,1024853.00015,263126.000044
POINT (-73.86107286681704 40.87447212620195),Bronxwood Avenue,Magenta Street,05/13/2020 12:00:00 AM,-73.8610728668,40.8744721262,1022670.99992,257901.999994
POINT (-73.85975163318298 40.876861157238245),Bronxwood Avenue,Tilden Street,05/13/2020 12:00:00 AM,-73.8597516332,40.8768611572,1023034.99985,258772.999892
POINT (-73.86170786065162 40.86124069593371),Bronxwood Avenue,Waring Ave,05/13/2020 12:00:00 AM,-73.8617078607,40.8612406959,1022502.99993,253081.000121
POINT (-73.85588536770109 40.88386085081335),East 222 Street,Bronxwood Avenue,05/13/2020 12:00:00 AM,-73.8558853677,40.8838608508,1024100.00001,261325.000037
POINT (-73.86164613493982 40.86310701894127),Mace Avenue,Bronxwood Avenue,05/13/2020 12:00:00 AM,-73.8616461349,40.8631070189,1022518.99989,253761.000073
POINT (-73.90593610010797 40.82552990846404),East 165 Street,Cauldwell Avenue,05/14/2020 12:00:00 AM,-73.9059361001,40.8255299085,1010283.00009,240053.999928
POINT (-73.91296044656255 40.82815937323928),East 165 Street,Clay Ave,05/14/2020 12:00:00 AM,-73.9129604466,40.8281593732,1008338.00004,241009.999985
POINT (-73.92251745791042 40.83163276529862),East 165 Street,Gerard Avenue,05/14/2020 12:00:00 AM,-73.9225174579,40.8316327653,1005692.00008,242273.000084
POINT (-73.91894520019085 40.830334804729446),East 165 Street,Sheridan Ave,05/14/2020 12:00:00 AM,-73.9189452002,40.8303348047,1006681.00007,241801.000043
POINT (-73.92166138768789 40.83133575756048),East 165 Street,Walton Avenue,05/14/2020 12:00:00 AM,-73.9216613877,40.8313357576,1005928.99994,242164.999972
POINT (-73.92348912148489 40.83197375873776),River Avenue,E 165 Street,05/14/2020 12:00:00 AM,-73.9234891215,40.8319737587,1005422.99996,242397.000164
POINT (-73.90928721298145 40.82699003762997),Washington Avenue,E 165 Street,05/14/2020 12:00:00 AM,-73.909287213,40.8269900376,1009354.99997,240584.999851
POINT (-73.94564947582008 40.74581821445572),Jackson Avenue,23 Street & Davis St,05/14/2020 12:00:00 AM,-73.9456494758,40.7458182145,999310.000052,211002.99996
POINT (-73.93917280483673 40.74827701688422),Jackson Avenue,42 Road,05/14/2020 12:00:00 AM,-73.9391728048,40.7482770169,1001104.00007,211900.000134
POINT (-73.94967835618345 40.74408261821847),Jackson Avenue,47 Road,05/14/2020 12:00:00 AM,-73.9496783562,40.7440826182,998193.999987,210369.999913
POINT (-73.9527578350835 40.74247549913134),Jackson Avenue,50 Avenue,05/14/2020 12:00:00 AM,-73.9527578351,40.7424754991,997341.000053,209784.000101
POINT (-73.94401768261322 40.74647891804312),Jackson Avenue,Court Square & 45 Ave,05/14/2020 12:00:00 AM,-73.9440176826,40.746478918,999762.000132,211244.000134
POINT (-73.99232045131393 40.74356910828224),6 Avenue,W 24 Street,05/21/2020 12:00:00 AM,-73.9923204513,40.7435691083,986377.999997,210178.999967
POINT (-73.99186927435727 40.7441866457494),6 Avenue,W 25 Street,05/21/2020 12:00:00 AM,-73.9918692744,40.7441866457,986503.000075,210403.999845
POINT (-73.99141808938995 40.74480143755133),6 Avenue,W 26 Street,05/21/2020 12:00:00 AM,-73.9914180894,40.7448014376,986628.000153,210628.000054
POINT (-73.99096689653533 40.74542171611969),6 Avenue,W 27 Street,05/21/2020 12:00:00 AM,-73.9909668965,40.7454217161,986752.999903,210853.99993
POINT (-73.99051569448565 40.74603924902253),6 Avenue,W 28 Street,05/21/2020 12:00:00 AM,-73.9905156945,40.746039249,986877.999981,211079.000136
POINT (-73.98640034210553 40.75170125154562),6 Avenue,W 37 Street,05/21/2020 12:00:00 AM,-73.9864003421,40.7517012515,988017.999998,213141.999947
POINT (-73.98594544649252 40.752316020821524),6 Avenue,W 38 Street,05/21/2020 12:00:00 AM,-73.9859454465,40.7523160208,988144.000074,213366.000155
POINT (-73.98548693197716 40.75293627637324),6 Avenue,W 39 Street,05/21/2020 12:00:00 AM,-73.985486932,40.7529362764,988271.000148,213592.000031
POINT (-73.98362388985788 40.75551608811078),6 Avenue,W 43 Street,05/21/2020 12:00:00 AM,-73.9836238899,40.7555160881,988787.0001,214532.00012
POINT (-73.98316894167252 40.75613907940111),6 Avenue,W 44 Street,05/21/2020 12:00:00 AM,-73.9831689417,40.7561390794,988912.999848,214758.999994
POINT (-73.9827103721376 40.756770302514745),6 Avenue,W 45 Street,05/21/2020 12:00:00 AM,-73.9827103721,40.7567703025,989039.999922,214988.999862
POINT (-73.98225540711981 40.75738780150545),6 Avenue,W 46 Street,05/21/2020 12:00:00 AM,-73.9822554071,40.7573878015,989165.999999,215214.000068
POINT (-73.98179320999475 40.75802176503614),6 Avenue,W 47 Street,05/21/2020 12:00:00 AM,-73.98179321,40.758021765,989294.000071,215444.999934
POINT (-73.98134183600831 40.75864475035387),6 Avenue,W 48 Street,05/21/2020 12:00:00 AM,-73.981341836,40.7586447504,989419.000149,215672.000136
POINT (-73.9790559600279 40.76177062056272),6 Avenue,W 53 Street,05/21/2020 12:00:00 AM,-73.97905596,40.7617706206,990051.999867,216811.000155
POINT (-73.97813865946458 40.76302479690705),6 Avenue,W 55 Street,05/21/2020 12:00:00 AM,-73.9781386595,40.7630247969,990306.000015,217267.999897
POINT (-73.97768721830909 40.76364502271069),6 Avenue,W 56 Street,05/21/2020 12:00:00 AM,-73.9776872183,40.7636450227,990431.000093,217494.000101
POINT (-74.00155533968659 40.74107986542259),8 Avenue,West 16 Street,05/21/2020 12:00:00 AM,-74.0015553397,40.7410798654,983818.999866,209272.000141
POINT (-73.99897147238745 40.74462883289638),8 Avenue,West 22 Street,05/21/2020 12:00:00 AM,-73.9989714724,40.7446288329,984535.000074,210564.999851
POINT (-73.99709835790367 40.74720612076028),8 Avenue,West 26 Street,05/21/2020 12:00:00 AM,-73.9970983579,40.7472061208,985054.00002,211503.999942
POINT (-73.99664720060547 40.747823677524515),8 Avenue,West 27 Street,05/21/2020 12:00:00 AM,-73.9966472006,40.7478236775,985179.000099,211729.000148
POINT (-73.99394730249186 40.75152348714517),8 Avenue,West 33 Street,05/21/2020 12:00:00 AM,-73.9939473025,40.7515234871,985926.999915,213077.000077
POINT (-73.99207741010599 40.754092455874286),8 Avenue,West 37 Street,05/21/2020 12:00:00 AM,-73.9920774101,40.7540924559,986444.999863,214012.999845
POINT (-73.99117850984382 40.75533027113674),8 Avenue,West 39 Street,05/21/2020 12:00:00 AM,-73.9911785098,40.7553302711,986694.000021,214463.999927
POINT (-73.99027596785025 40.75656807885764),8 Avenue,West 41 Street,05/21/2020 12:00:00 AM,-73.9902759679,40.7565680789,986943.999849,214915.00001
POINT (-73.98884266064974 40.758533185829805),8 Avenue,West 44 Street,05/21/2020 12:00:00 AM,-73.9888426606,40.7585331858,987341.00004,215630.99989
POINT (-73.98839134769747 40.75916443293592),8 Avenue,West 45 Street,05/21/2020 12:00:00 AM,-73.9883913477,40.7591644329,987466.000118,215861.000086
POINT (-73.98792558964097 40.75979018632624),8 Avenue,West 46 Street,05/21/2020 12:00:00 AM,-73.9879255896,40.7597901863,987594.99986,216088.999958
POINT (-73.98656074912509 40.76165920533623),8 Avenue,West 49 Street,05/21/2020 12:00:00 AM,-73.9865607491,40.7616592053,987973.000088,216769.999909
POINT (-73.98382361535266 40.765419151076394),8 Avenue,West 55 Street,05/21/2020 12:00:00 AM,-73.9838236154,40.7654191511,988730.999884,218140.000121
POINT (-73.98336498949747 40.76604488646429),8 Avenue,West 56 Street,05/21/2020 12:00:00 AM,-73.9833649895,40.7660448865,988857.999958,218367.999993
POINT (-73.90971247750143 40.83047067092213),Brook Avenue,E 167 Street,05/21/2020 12:00:00 AM,-73.9097124775,40.8304706709,1009235.99988,241852.999939
POINT (-73.91138484997674 40.83098797429617),East 167 Street,Clay Avenue,05/21/2020 12:00:00 AM,-73.91138485,40.8309879743,1008773.00015,242040.999891
POINT (-73.91496978824725 40.833587172605924),East 167 Street,Grant Avenue,05/21/2020 12:00:00 AM,-73.9149697882,40.8335871726,1007779.99984,242986.999968
POINT (-73.90896119831686 40.83022580117144),East 167 Street,Park Avenue,05/21/2020 12:00:00 AM,-73.9089611983,40.8302258012,1009444.00012,241764.000117
POINT (-73.91585843987707 40.83383759365014),East 167 Street,Sherman Avenue,05/21/2020 12:00:00 AM,-73.9158584399,40.8338375937,1007534.00001,243078.000114
POINT (-73.91945616502875 40.83509998467288),East 167 Street,Walton Avenue,05/21/2020 12:00:00 AM,-73.919456165,40.8350999847,1006538.00003,243536.999852
POINT (-73.90552995621213 40.82910319717614),Fulton Avenue,E 167 Street,05/21/2020 12:00:00 AM,-73.9055299562,40.8291031972,1010393.99987,241355.999949
POINT (-73.9077223207546 40.82982408804063),Washington Avenue,E 167 Street,05/21/2020 12:00:00 AM,-73.9077223208,40.829824088,1009787.0001,241618.000081
POINT (-73.91048902618554 40.83073751395355),Webster Avenue,E 167 Street,05/21/2020 12:00:00 AM,-73.9104890262,40.830737514,1009020.99999,241950.000073
POINT (-73.92819154222278 40.660177445681015),Remsen Avenue,East 53 Street,05/21/2020 12:00:00 AM,-73.9281915422,40.6601774457,1004172.99984,179805.00002
POINT (-73.92359717992164 40.656051824303944),Remsen Avenue,Lenox Road,05/21/2020 12:00:00 AM,-73.9235971799,40.6560518243,1005448.99991,178303.000071
POINT (-73.92725534020812 40.65933695439239),Remsen Avenue,Winthrop St N L_E 54 St,05/21/2020 12:00:00 AM,-73.9272553402,40.6593369544,1004432.99998,179498.999976
POINT (-73.92641277224486 40.658587092925345),Remsen Avenue,Winthrop St S Leg,05/21/2020 12:00:00 AM,-73.9264127722,40.6585870929,1004666.99984,179225.999866
POINT (-73.90500728103247 40.904140052886085),Riverdale Avenue,West 256 Street,05/06/2020 12:00:00 AM,-73.905007281,40.9041400529,1010508.99996,268695.000061
POINT (-73.80369331661856 40.76250555092107),Crocheron Avenue,162 Street,05/07/2020 12:00:00 AM,-73.8036933166,40.7625055509,1038631.00015,217139.000155
POINT (-73.7924037586643 40.69815126468559),Guy R Brewer Blvd,107 Avenue,05/27/2020 12:00:00 AM,-73.7924037587,40.6981512647,1041814.00002,193700.000117
POINT (-73.79124747546743 40.696565437637524),Guy R Brewer Blvd,108 Avenue,05/27/2020 12:00:00 AM,-73.7912474755,40.6965654376,1042136.00003,193122.999959
POINT (-73.78778252693468 40.691818872357146),Guy R Brewer Blvd,111 Avenue_Claude Avenue,05/27/2020 12:00:00 AM,-73.7877825269,40.6918188724,1043101.00007,191396.000132
POINT (-73.78448494800153 40.6867596065849),Guy R Brewer Blvd,116 Avenue,05/27/2020 12:00:00 AM,-73.784484948,40.6867596066,1044019.99987,189554.999877
POINT (-73.77861746719509 40.67726524885018),Guy R Brewer Blvd,129 Avenue,05/27/2020 12:00:00 AM,-73.7786174672,40.6772652489,1045655.99988,186099.999897
POINT (-73.77567061646839 40.67338665171941),Guy R Brewer Blvd,134 Avenue,05/27/2020 12:00:00 AM,-73.7756706165,40.6733866517,1046476.99988,184689.000094
POINT (-73.77365370618493 40.67070104641501),Guy R Brewer Blvd,140 Avenue,05/27/2020 12:00:00 AM,-73.7736537062,40.6707010464,1047039.00007,183712.00008
POINT (-73.79357806948585 40.69975632450943),Guy R Brewer Blvd,South Road,05/27/2020 12:00:00 AM,-73.7935780695,40.6997563245,1041487.00002,194283.999933
POINT (-74.00311803369544 40.74403318484557),9 Avenue,West 19 Street,05/27/2020 12:00:00 AM,-74.0031180337,40.7440331848,983386.000076,210347.999957
